,Unnamed: 0,web-scraper-order,web-scraper-start-url,titleproduct,location,shippingfee,price,sellerrating,reviews,reviewrating,shipontimerating,chatresponserating,reviews_en
123,355,1625651145-583,https://www.lazada.com.ph/products/gen-game-x3-wireless-bluetooth-gamepad-game-controller-for-android-pc-tv-box-i1930196688-s8280047457.html?spm=a2o4l.searchlistcategory.list.108.52a0313cXDZLP7&search=1,GEN GAME X3 Wireless Bluetooth Gamepad Game Controller for Android PC TV Box,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,270,89,Ang unang bili ko dali lang na sira withen 2-3 days lang kaya nag decesion Akong bumili ulit tapos nang pabgalawa kong order tan inaaaaaa ayaw gumana chinarge ko baka lowbat lang pero di parin kahit naka charge na sir/maam can plsssd refund my ITEM or change nalang ang hirap po kumita nang pero task ganito lang makukuha mo pag mag order sa online nakakainis plssss do action of my problem i need my money or e change to same item nalang plssss maawa kayo....!,4.4,99,98,My first purchase was easily broken withen only 2-3 days so I decided to buy again after my second order tan inaaaaaa I don't want to work chinarge maybe just lowbat but still not even charged sir/maam can plsssd refund my ITEM or change nalang ang hirap po kumita nang pero task ganito lang makukuha mo pag mag order sa online nakakainis plssss do action of my problem i need my money or e change to same item nalang plssss maawa kayo ....!
124,358,1625651109-385,https://www.lazada.com.ph/products/max-ph-call-of-duty-mobile-controller-k21-pugb-trigge-4-finger-linkage-game-handle-peace-elite-fast-shooting-button-controller-for-pubg-rules-of-survival-game-trigger-joystick-gamepad-for-ios-android-phone-i587586668-s1606612972.html?spm=a2o4l.searchlistcategory.list.148.52a0313cPGNMcG&search=1,MAX PH Call of duty mobile Controller K21 PUGB Trigge 4 Finger Linkage Game Handle Peace Elite Fast Shooting Button Controller for PUBG Rules of Survival Game Trigger Joystick Gamepad for iOS Android Phone,"Metro Manila~Quezon City, Quezon City, Project 6",45,85,94,all goods,4.5,93,100,all goods
125,359,1625651242-898,https://www.lazada.com.ph/products/1-pair-2pcs-gamers-sweatproof-gloves-mobile-finger-sleeve-thumb-touchscreen-game-controller-phone-gaming-i1769544644-s7559920943.html?spm=a2o4l.searchlistcategory.list.1.52a0313c72vg7l&search=1,1 Pair (2pcs) Gamers Sweatproof Gloves Mobile Finger Sleeve Thumb Touchscreen Game Controller Phone Gaming,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,28,96,"madaling matastas, though depende cguro sa way ng pagsuot mo. I recommend na pina-condom ang way ng pagsout mo, para tumagal ang product.",4.9,100,99,"easy to tear, though depending cguro on the way you wear. I recommend that you use a condom the way you go, so that the product lasts."
126,360,1625651105-372,https://www.lazada.com.ph/products/linshun-5in1-game-pad-game-handlemoblie-phone-stents-5in1-gamepad-i337162423-s751330541.html?spm=a2o4l.searchlistcategory.list.151.52a0313ccGXhxM&search=1,LINSHUN 5in1 game pad GAME HANDLE/MOBLIE PHONE STENTS 5IN1 GAMEPAD,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,53,93,"ang ganda cool ang item love it ...
ang ganda cool ang item love it ...
ang ganda cool ang item love it ...",4.5,97,100,"ang ganda cool ang item love it ...
ang ganda cool ang item love it ...
ang ganda cool ang item love it ..."
127,361,1625651094-319,https://www.lazada.com.ph/products/ipega-pg-9157-upgraded-pg-9078-wireless-game-controller-i264296274-s694894331.html?spm=a2o4l.searchlistcategory.bestshown_1.7.52a0313cSSP8KD&search=1,iPega PG-9157 Upgraded PG-9078 Wireless Game controller,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,529,92,"Hi Sir/Maam,Good Day! Thank you for making your purchase with us, giving a good rate and giving a positive review on our product. Kindly follow our store and continue Shopping our products and we do our service kindly and honest to our customers, Thank you",4.6,100,100,"Hi Sir/Maam,Good Day! Thank you for making your purchase with us, giving a good rate and giving a positive review on our product. Kindly follow our store and continue Shopping our products and we do our service kindly and honest to our customers, Thank you"
128,365,1625651143-557,https://www.lazada.com.ph/products/5-in1-portable-gamepad-mobile-legends-pubg-game-grip-pad-handle-mobile-phone-controller-joystick-for-universal-phone-mobile-cellphone-i1056624793-s3585224749.html?spm=a2o4l.searchlistcategory.list.114.52a0313chNAehF&search=1,5 in1 Portable Gamepad Mobile Legends PUBG Game Grip Pad Handle Mobile Phone Controller Joystick for Universal Phone Mobile Cellphone,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,53,89,Ok naman po pero di maka Abante character puro Paatras ang lakad bitin ang pang touch para sa pag move ng character,4.2,99,98,Ok naman po pero di maka Abante character puro Paatras ang lakad bitin ang pang touch para pag move ng character
129,370,1625651105-375,https://www.lazada.com.ph/products/linshun-5in1-game-pad-game-handlemoblie-phone-stents-5in1-gamepad-i337162423-s751330541.html?spm=a2o4l.searchlistcategory.list.151.52a0313ccGXhxM&search=1,LINSHUN 5in1 game pad GAME HANDLE/MOBLIE PHONE STENTS 5IN1 GAMEPAD,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,53,93,salamat po,4.5,97,100,thank you
130,371,1625651105-368,https://www.lazada.com.ph/products/linshun-5in1-game-pad-game-handlemoblie-phone-stents-5in1-gamepad-i337162423-s751330541.html?spm=a2o4l.searchlistcategory.list.151.52a0313ccGXhxM&search=1,LINSHUN 5in1 game pad GAME HANDLE/MOBLIE PHONE STENTS 5IN1 GAMEPAD,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,53,93,good conditon ginagamit na nila ?????????????????????,4.5,97,100,good condition they are already using ?????????????????????
131,372,1625651181-724,https://www.lazada.com.ph/products/jl-01-3-in-1-joystick-grip-extended-handle-game-controller-gamepad-mobile-phone-holder-i215301253-s279484222.html?spm=a2o4l.searchlistcategory.list.68.52a0313cBSoUAC&search=1,JL-01 3 in 1 Joystick Grip Extended Handle Game Controller Gamepad Mobile Phone Holder,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,18.62,91,okay naman PO sya naka bubble wrap nagustuhan din nung pinsan ko order ulit ako thank you po,4.4,99,99,okay naman PO sya naka bubble wrap nagustuhan din nung pinsan ko order ulit ako thank you po
132,373,1625651115-405,https://www.lazada.com.ph/products/local-stock-the-latest-classic-mini-game-console-tv-game-console-built-in-2000-retro-games-dual-handheld-video-game-console-av-output-8-bit-fun-box-two-childrens-gift-electronic-game-console-handle-i2033764107-s8983823987.html?spm=a2o4l.searchlistcategory.list.142.52a0313cnsy1cv&search=1,"[Local stock] The latest classic mini game console, TV game console, built-in 2000 retro games, dual handheld video game console, AV output, 8-bit fun box, two children‚??s gift, electronic game console handle","Metro Manila~Quezon City, Quezon City, Project 6",41.5,509.6,96,"HI friends, your satisfaction and praise is the best return to us! Thank you for your trust and support! Looking forward to seeing each other next time!",5,98,100,"HI friends, your satisfaction and praise is the best return to us! Thank you for your trust and support! Looking forward to seeing each other next time!"
133,375,1625651201-761,https://www.lazada.com.ph/products/1-pair-2pcs-gamers-sweatproof-gloves-mobile-finger-sleeve-touchscreen-game-controller-phone-gaming-gaming-fingers-i1132238341-s3933526748.html?spm=a2o4l.searchlistcategory.list.58.52a0313c31aV8l&search=1,1 Pair (2pcs) Gamers Sweatproof Gloves Mobile Finger Sleeve Touchscreen Game Controller Phone Gaming Gaming fingers,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,11.8,88,wala po na idiliver sa  akin naganyan yung isa lang po ang naidiliver po saakin yung color Family:AK-16Gamenpad lng po ang naidiliver,4.5,96,44,"nothing was delivered to me that's how it was, only one was delivered to me, the color Family: AK-16Gamenpad was delivered"
134,378,1625651123-472,https://www.lazada.com.ph/products/delivery-in-3-daysoriginal-flydigi-wasp-finger-sleeve-mobile-phone-gaming-gloves-sweat-proof-finger-cover-finger-sleeve-gaming-finger-gloves-for-pubg-call-of-duty-peace-elite-game-profession-occupation-touch-screen-thumb-gamepad-i430364301-s1972896640.html?spm=a2o4l.searchlistcategory.list.133.52a0313cpBK94k&search=1,[Delivery in 3 Days]Original Flydigi  Wasp Finger Sleeve Mobile Phone gaming gloves Sweat-Proof Finger Cover  Finger Sleeve gaming Finger Gloves for PUBG Call of duty Peace Elite Game profession Occupation Touch Screen Thumb Gamepad,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,146,92,"‚??Ô∏èfast delivery
‚??Ô∏èordered today, delivered the very next day.
‚??Ô∏ègood packaging.
‚??Ô∏è nice  and polite delivery staff.
‚??Ô∏è product works as intended.
‚??Ô∏è very useful and handy. 
‚??Ô∏èwhat you see is what you get.",4.8,98,93,"‚??Ô∏èfast delivery
‚??Ô∏èordered today, delivered the very next day.
‚??Ô∏ègood packaging.
‚??Ô∏è nice  and polite delivery staff.
‚??Ô∏è product works as intended.
‚??Ô∏è very useful and handy. 
‚??Ô∏èwhat you see is what you get."
135,380,1625651155-617,https://www.lazada.com.ph/products/sulit-choice-wasp-finger-sleeve-2-mobile-phone-gaming-sweat-proof-finger-cover-finger-sleeve-finger-gloves-for-pubg-call-of-duty-peace-elite-game-profession-occupation-touch-screen-thumb-gamepad-i1683522046-s7273066236.html?spm=a2o4l.searchlistcategory.list.99.52a0313cT1sZPk&search=1,Sulit Choice Wasp Finger Sleeve 2 Mobile Phone Gaming Sweat-Proof Finger Cover Finger Sleeve Finger Gloves for PUBG Call of duty Peace Elite Game profession Occupation Touch Screen Thumb Gamepad,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,10,95,"it's Good, I'm satisfied ??? BTW stream MAPA by SB19",4.9,96,98,"it's Good, I'm satisfied ??? BTW stream MAPA by SB19"
136,385,1625651100-335,https://www.lazada.com.ph/products/1-pair-2pcs-gamers-sweatproof-gloves-mobile-finger-sleeve-thumb-touchscreen-game-controller-phone-gaming-i1769544644-s7559920943.html?spm=a2o4l.searchlistcategory.bestshown_1.1.52a0313cPUWXwE&search=1,1 Pair (2pcs) Gamers Sweatproof Gloves Mobile Finger Sleeve Thumb Touchscreen Game Controller Phone Gaming,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,28,96,Thank you for your Good Review! Glad you are enjoying your item!???,4.9,100,99,Thank you for your Good Review! Glad you are enjoying your item!???
137,390,1625651174-701,https://www.lazada.com.ph/products/dobe-ps4-controller-mobile-smart-phone-clip-mount-holder-for-sony-playstation-4-dualshock-4-controller-i934436360-s3039390952.html?spm=a2o4l.searchlistcategory.list.74.52a0313cuYeryQ&search=1,DOBE PS4 Controller Mobile Smart Phone Clip Mount Holder for Sony PlayStation 4 Dualshock 4 Controller,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,198,97,now I can play the classics with my DS4 controller. Thank you!,4.9,99,100,now I can play the classics with my DS4 controller. Thank you!
138,392,1625651174-702,https://www.lazada.com.ph/products/dobe-ps4-controller-mobile-smart-phone-clip-mount-holder-for-sony-playstation-4-dualshock-4-controller-i934436360-s3039390952.html?spm=a2o4l.searchlistcategory.list.74.52a0313cuYeryQ&search=1,DOBE PS4 Controller Mobile Smart Phone Clip Mount Holder for Sony PlayStation 4 Dualshock 4 Controller,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,198,97,We're very happy that you liked our product. Thank you for giving us 5-star rating. Please chat us to get an exclusive discount voucher on your next purchase.,4.9,99,100,We're very happy that you liked our product. Thank you for giving us 5-star rating. Please chat us to get an exclusive discount voucher on your next purchase.
139,394,1625651209-796,https://www.lazada.com.ph/products/1-pair-2pcs-gamers-sweatproof-gloves-mobile-finger-sleeve-touchscreen-game-controller-phone-gaming-i1948539644-s8420551783.html?spm=a2o4l.searchlistcategory.list.50.52a0313cilh6EH&search=1,1 Pair (2pcs) Gamers Sweatproof Gloves Mobile Finger Sleeve Touchscreen Game Controller Phone Gaming,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,18,92,gandaaaaaaa Ng product at quality guysssss buli na kayo although yung pag dating yukot na Yung box pero maayos naman,4.7,96,100,gandaaaaaaa Ng product at quality guysssss buli na kayo although yung pag dating yukot na Yung box pero maayos naman
140,398,1625651094-315,https://www.lazada.com.ph/products/ipega-pg-9157-upgraded-pg-9078-wireless-game-controller-i264296274-s694894331.html?spm=a2o4l.searchlistcategory.bestshown_1.7.52a0313cSSP8KD&search=1,iPega PG-9157 Upgraded PG-9078 Wireless Game controller,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,529,92,"Hi Sir/Maam,Good Day! Thank you for making your purchase with us and giving a good rate on our product. Kindly follow our store and continue Shopping our products and we do our service kindly and honest to our customers, Thank you!",4.6,100,100,"Hi Sir/Maam,Good Day! Thank you for making your purchase with us and giving a good rate on our product. Kindly follow our store and continue Shopping our products and we do our service kindly and honest to our customers, Thank you!"
141,400,1625651145-582,https://www.lazada.com.ph/products/gen-game-x3-wireless-bluetooth-gamepad-game-controller-for-android-pc-tv-box-i1930196688-s8280047457.html?spm=a2o4l.searchlistcategory.list.108.52a0313cXDZLP7&search=1,GEN GAME X3 Wireless Bluetooth Gamepad Game Controller for Android PC TV Box,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,270,89,The parcel was shipped immediately and arrived in good condition. I already tried the controller with both of my android phone and it really works.,4.4,99,98,The parcel was shipped immediately and arrived in good condition. I already tried the controller with both of my android phone and it really works.
142,404,1625651168-689,https://www.lazada.com.ph/products/itop-sr-gamepad-with-2000mah-cooling-fan-pubg-mobile-game-controller-i224628878-s296536804.html?spm=a2o4l.searchlistcategory.list.83.52a0313ck9E2ji&search=1,ITOP SR Gamepad with  2000mah  Cooling Fan PUBG Mobile Game Controller,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,161.7,90,mabilis vang delivery 3 days lang ata dumating na mukha matibay naman at tatagal hindi ko pa alam kung paano ito makatutulong mag improve ang gaming ko!,4.5,96,97,"fast delivery, only 3 days, it seems to come, it looks strong and it will take a while, I still don't know how it can help improve my gaming!"
143,408,1625651227-849,https://www.lazada.com.ph/products/legend-lolly-animal-crossing-amiibo-new-horizons-game-card-for-ns-switch-game-card-set-i963934146-s3176996173.html?spm=a2o4l.searchlistcategory.list.19.52a0313cMnnAbd&search=1,Legend Lolly Animal Crossing Amiibo New Horizons Game Card For NS Switch Game Card Set,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,89.27,90,legit Working 100% thanks,5,98,100,legit Working 100% thanks
144,409,1625651105-371,https://www.lazada.com.ph/products/linshun-5in1-game-pad-game-handlemoblie-phone-stents-5in1-gamepad-i337162423-s751330541.html?spm=a2o4l.searchlistcategory.list.151.52a0313ccGXhxM&search=1,LINSHUN 5in1 game pad GAME HANDLE/MOBLIE PHONE STENTS 5IN1 GAMEPAD,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,53,93,salamat po,4.5,97,100,thank you
145,413,1625651201-762,https://www.lazada.com.ph/products/1-pair-2pcs-gamers-sweatproof-gloves-mobile-finger-sleeve-touchscreen-game-controller-phone-gaming-gaming-fingers-i1132238341-s3933526748.html?spm=a2o4l.searchlistcategory.list.58.52a0313c31aV8l&search=1,1 Pair (2pcs) Gamers Sweatproof Gloves Mobile Finger Sleeve Touchscreen Game Controller Phone Gaming Gaming fingers,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,11.8,88,"tuwang tuwa ang anak ko hindi na sya gagamit ng panyo sa kamay nya..pawisin kasi masyado kamay nya 
salamat kuya rider",4.5,96,44,"My son is so happy that he won't use a handkerchief on his hand anymore..because his hand is sweaty
thank you brother rider"
146,415,1625651100-331,https://www.lazada.com.ph/products/1-pair-2pcs-gamers-sweatproof-gloves-mobile-finger-sleeve-thumb-touchscreen-game-controller-phone-gaming-i1769544644-s7559920943.html?spm=a2o4l.searchlistcategory.bestshown_1.1.52a0313cPUWXwE&search=1,1 Pair (2pcs) Gamers Sweatproof Gloves Mobile Finger Sleeve Thumb Touchscreen Game Controller Phone Gaming,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,28,96,Thank you for the great review! We‚??re so happy you loved your experience and can‚??t wait to have you back for your next purchase.,4.9,100,99,Thank you for the great review! We‚??re so happy you loved your experience and can‚??t wait to have you back for your next purchase.
147,417,1625651227-853,https://www.lazada.com.ph/products/legend-lolly-animal-crossing-amiibo-new-horizons-game-card-for-ns-switch-game-card-set-i963934146-s3176996173.html?spm=a2o4l.searchlistcategory.list.19.52a0313cMnnAbd&search=1,Legend Lolly Animal Crossing Amiibo New Horizons Game Card For NS Switch Game Card Set,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,89.27,90,Works :)) First time buying unofficial amiibo cards but it works :)) thanks seller would again soon,5,98,100,Works :)) First time buying unofficial amiibo cards but it works :)) thanks seller would again soon
148,418,1625651109-387,https://www.lazada.com.ph/products/max-ph-call-of-duty-mobile-controller-k21-pugb-trigge-4-finger-linkage-game-handle-peace-elite-fast-shooting-button-controller-for-pubg-rules-of-survival-game-trigger-joystick-gamepad-for-ios-android-phone-i587586668-s1606612972.html?spm=a2o4l.searchlistcategory.list.148.52a0313cPGNMcG&search=1,MAX PH Call of duty mobile Controller K21 PUGB Trigge 4 Finger Linkage Game Handle Peace Elite Fast Shooting Button Controller for PUBG Rules of Survival Game Trigger Joystick Gamepad for iOS Android Phone,"Metro Manila~Quezon City, Quezon City, Project 6",45,85,94,".kbakgaibjat691bkanvakabmpmapnzkhaishisnjzgakanbKamkzbska
jsvsksbkbsisjsnsk
jsmsmsjsksbizsjzisksnsbs
hahahahahahahahahahahahaha..............",4.5,93,100,".kbakgaibjat691bkanvakabmpmapnzkhaishisnjzgakanbKamkzbska
jsvsksbkbsisjsnsk
jsmsmsjsksbizsjzisksnsbs
hahahahahahahahahahahahaha .............."
149,420,1625651115-409,https://www.lazada.com.ph/products/local-stock-the-latest-classic-mini-game-console-tv-game-console-built-in-2000-retro-games-dual-handheld-video-game-console-av-output-8-bit-fun-box-two-childrens-gift-electronic-game-console-handle-i2033764107-s8983823987.html?spm=a2o4l.searchlistcategory.list.142.52a0313cnsy1cv&search=1,"[Local stock] The latest classic mini game console, TV game console, built-in 2000 retro games, dual handheld video game console, AV output, 8-bit fun box, two children‚??s gift, electronic game console handle","Metro Manila~Quezon City, Quezon City, Project 6",41.5,509.6,96,"HI friends, your satisfaction and praise is the best return to us! Thank you for your trust and support! Looking forward to seeing each other next time!",5,98,100,"HI friends, your satisfaction and praise is the best return to us! Thank you for your trust and support! Looking forward to seeing each other next time!"
150,421,1625651149-598,https://www.lazada.com.ph/products/local-seller-wireless-handheld-tv-video-game-console-retro-game-box-electronic-game-mini-handheld-usb-dual-controller-av-output-built-in-620-classic-games-contra-turtle-adventure-island-mortal-kombat-4-i2028244858-s8957881005.html?spm=a2o4l.searchlistcategory.list.105.52a0313ch8VK3d&search=1,[Local seller] Wireless handheld TV video game console Retro game box Electronic game Mini handheld USB dual controller AV output built-in 620 classic games  contra   turtle  adventure island   mortal kombat 4,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,352.8,96,"Napakagandang packaging, inaasahan kong makapagdala ng ilang kasiyahan ang mga wireless video game console",5,98,100,"Very good packaging, I hope wireless video game consoles can bring some fun"
151,422,1625651213-803,https://www.lazada.com.ph/products/18-pin-carbon-fiber-finger-sleeves-for-pubg-mobile-games-contact-screen-finger-sleeves12-pcs-i1095198339-s3767764109.html?spm=a2o4l.searchlistcategory.list.47.52a0313cz0bEcl&search=1,18-Pin Carbon Fiber Finger Sleeves for PUBG Mobile Games Contact Screen Finger Sleeves(12 Pcs),"Metro Manila~Quezon City, Quezon City, Project 6",41.5,57.68,95,ayus smooth sya,4.8,99,70,ayus smooth sya
152,426,1625651102-364,https://www.lazada.com.ph/products/mini-video-game-console-entertainment-system-built-in-400-family-game-box-i275135314-s405605652.html?spm=a2o4l.searchlistcategory.list.154.52a0313ckSnGMn&search=1,Mini Video Game Console Entertainment System Built-in 400 family game box,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,445,81,thank you po maam/sir godbless :)),4.5,100,92,thank you po maam/sir godbless :))
153,427,1625651105-370,https://www.lazada.com.ph/products/linshun-5in1-game-pad-game-handlemoblie-phone-stents-5in1-gamepad-i337162423-s751330541.html?spm=a2o4l.searchlistcategory.list.151.52a0313ccGXhxM&search=1,LINSHUN 5in1 game pad GAME HANDLE/MOBLIE PHONE STENTS 5IN1 GAMEPAD,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,53,93,this product is perfect good quality and useful it really fit my phone well and its well packed thank you seller godbless,4.5,97,100,this product is perfect good quality and useful it really fit my phone well and its well packed thank you seller godbless
154,435,1625651206-775,https://www.lazada.com.ph/products/gamers-sweatproof-1-pair-2pcs-gloves-mobile-finger-sleeve-touchscreen-game-controller-phone-gaming-i1830866266-s7789817191.html?spm=a2o4l.searchlistcategory.list.53.52a0313cWwk46a&search=1,Gamers Sweatproof 1 Pair (2pcs) Gloves Mobile Finger Sleeve Touchscreen Game Controller Phone Gaming,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,13.72,91,"nice 
good seller 
ganda nya gamitin",4.8,99,98,"nice
good seller
it's nice to use"
155,436,1625651233-866,https://www.lazada.com.ph/products/mobile-club-wasp-finger-sleeve-2-mobile-phone-gaming-sweat-proof-finger-cover-finger-sleeve-finger-gloves-for-pubg-call-of-duty-peace-elite-game-profession-occupation-touch-screen-thumb-gamepad-i1196038316-s4229404093.html?spm=a2o4l.searchlistcategory.list.12.52a0313cijE5zw&search=1,Mobile Club Wasp Finger Sleeve 2 Mobile Phone Gaming Sweat-Proof Finger Cover Finger Sleeve Finger Gloves for PUBG Call of duty Peace Elite Game profession Occupation Touch Screen Thumb Gamepad,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,9,93,Recieve the item on the estimated date. my daughter like it. thank you seller and approachable rider.,4.8,97,99,Receive the item on the estimated date. my daughter like it. thank you seller and approachable rider.
156,438,1625651130-505,https://www.lazada.com.ph/products/w10-mobile-game-pad-joystick-gamepad-handle-design-i351376948-s793626122.html?spm=a2o4l.searchlistcategory.list.127.52a0313cbVVA4H&search=1,W10 Mobile Game pad Joystick Gamepad Handle Design,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,53.9,90,Good item. Value for money.,4.6,96,97,Good item. Value for money.
157,439,1625651102-362,https://www.lazada.com.ph/products/mini-video-game-console-entertainment-system-built-in-400-family-game-box-i275135314-s405605652.html?spm=a2o4l.searchlistcategory.list.154.52a0313ckSnGMn&search=1,Mini Video Game Console Entertainment System Built-in 400 family game box,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,445,81,thank you po maam/sir godbless :)),4.5,100,92,thank you po maam/sir godbless :))
158,441,1625651239-883,https://www.lazada.com.ph/products/gamers-sweatproof-1-pair-2pcs-gloves-mobile-finger-sleeve-touchscreen-game-controller-phone-gaming-i1909313823-s8117813008.html?spm=a2o4l.searchlistcategory.list.4.52a0313cHpvovL&search=1,Gamers Sweatproof 1 Pair (2pcs) Gloves Mobile Finger Sleeve Touchscreen Game Controller Phone Gaming,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,14.7,92,..quality...masakit lang tlaga yung shipping..nito..overall all goods..??Ø??ç??ç,4.9,99,89,..quality ... masakit lang tlaga yung shipping..nito..overall all goods..??Ø??ç??ç
159,443,1625651227-852,https://www.lazada.com.ph/products/legend-lolly-animal-crossing-amiibo-new-horizons-game-card-for-ns-switch-game-card-set-i963934146-s3176996173.html?spm=a2o4l.searchlistcategory.list.19.52a0313cMnnAbd&search=1,Legend Lolly Animal Crossing Amiibo New Horizons Game Card For NS Switch Game Card Set,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,89.27,90,Works as expected in my Nintendo Switch. Thank you again!,5,98,100,Works as expected in my Nintendo Switch. Thank you again!
160,445,1625651227-851,https://www.lazada.com.ph/products/legend-lolly-animal-crossing-amiibo-new-horizons-game-card-for-ns-switch-game-card-set-i963934146-s3176996173.html?spm=a2o4l.searchlistcategory.list.19.52a0313cMnnAbd&search=1,Legend Lolly Animal Crossing Amiibo New Horizons Game Card For NS Switch Game Card Set,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,89.27,90,working.,5,98,100,working.
161,452,1625651216-812,https://www.lazada.com.ph/products/appo-finger-sleeve-removes-sweat-and-water-game-controller-for-pubg-mobile-legends-cod-codm-call-of-duty-fiber-anti-sweat-i2054113476-s9114885088.html?spm=a2o4l.searchlistcategory.list.44.52a0313cZmd4Xw&search=1,"APPO Finger Sleeve Removes Sweat and Water Game Controller For Pubg Mobile legends COD CODM Call of duty, Fiber Anti-Sweat","Metro Manila~Quezon City, Quezon City, Project 6",41.5,7,88,ganda gmitin n gustohan ng ank love 5 star,5,99,100,ganda gmitin n gustohan ng ank love 5 star
162,459,1625651233-863,https://www.lazada.com.ph/products/mobile-club-wasp-finger-sleeve-2-mobile-phone-gaming-sweat-proof-finger-cover-finger-sleeve-finger-gloves-for-pubg-call-of-duty-peace-elite-game-profession-occupation-touch-screen-thumb-gamepad-i1196038316-s4229404093.html?spm=a2o4l.searchlistcategory.list.12.52a0313cijE5zw&search=1,Mobile Club Wasp Finger Sleeve 2 Mobile Phone Gaming Sweat-Proof Finger Cover Finger Sleeve Finger Gloves for PUBG Call of duty Peace Elite Game profession Occupation Touch Screen Thumb Gamepad,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,9,93,Okay goods??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,4.8,97,99,Okay goods??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
163,462,1625651123-475,https://www.lazada.com.ph/products/delivery-in-3-daysoriginal-flydigi-wasp-finger-sleeve-mobile-phone-gaming-gloves-sweat-proof-finger-cover-finger-sleeve-gaming-finger-gloves-for-pubg-call-of-duty-peace-elite-game-profession-occupation-touch-screen-thumb-gamepad-i430364301-s1972896640.html?spm=a2o4l.searchlistcategory.list.133.52a0313cpBK94k&search=1,[Delivery in 3 Days]Original Flydigi  Wasp Finger Sleeve Mobile Phone gaming gloves Sweat-Proof Finger Cover  Finger Sleeve gaming Finger Gloves for PUBG Call of duty Peace Elite Game profession Occupation Touch Screen Thumb Gamepad,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,146,92,"Thanks for your trust and support,
We are so happy when seeing your comment,
it is our honor that you are satisfied with the product,
We sincerely hope that happiness surround you every day.
if anything wrong on product, please feel free to contact us,
Many thanks for your time on this.
Have a nice day!",4.8,98,93,"Thanks for your trust and support,
We are so happy when seeing your comment,
it is our honor that you are satisfied with the product,
We sincerely hope that happiness surround you every day.
if anything wrong on product, please feel free to contact us,
Many thanks for your time on this.
Have a nice day!"
164,463,1625651100-334,https://www.lazada.com.ph/products/1-pair-2pcs-gamers-sweatproof-gloves-mobile-finger-sleeve-thumb-touchscreen-game-controller-phone-gaming-i1769544644-s7559920943.html?spm=a2o4l.searchlistcategory.bestshown_1.1.52a0313cPUWXwE&search=1,1 Pair (2pcs) Gamers Sweatproof Gloves Mobile Finger Sleeve Thumb Touchscreen Game Controller Phone Gaming,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,28,96,"madaling matastas, though depende cguro sa way ng pagsuot mo. I recommend na pina-condom ang way ng pagsout mo, para tumagal ang product.",4.9,100,99,"easy to tear, though depending cguro on the way you wear. I recommend that you use a condom the way you go, so that the product lasts."
165,464,1625651115-404,https://www.lazada.com.ph/products/local-stock-the-latest-classic-mini-game-console-tv-game-console-built-in-2000-retro-games-dual-handheld-video-game-console-av-output-8-bit-fun-box-two-childrens-gift-electronic-game-console-handle-i2033764107-s8983823987.html?spm=a2o4l.searchlistcategory.list.142.52a0313cnsy1cv&search=1,"[Local stock] The latest classic mini game console, TV game console, built-in 2000 retro games, dual handheld video game console, AV output, 8-bit fun box, two children‚??s gift, electronic game console handle","Metro Manila~Quezon City, Quezon City, Project 6",41.5,509.6,96,"Eksakto tulad ng naisip ko, ang kalidad ng mga video game console ay napakahusay, at talagang maraming mga laro.",5,98,100,"Exactly as I thought, the quality of video game consoles is very good, and there are actually a lot of games."
